0,0,0,-0.232931727,-0.052208835,-0.445783133,-0.240963855,-0.522088353,-0.465863454,-0.401606426,-0.598393574,-0.37751004,-0.465863454,-0.449799197,-0.602409639,-0.401606426,-0.481927711,-0.357429719,-0.381526104,-0.24497992,-0.518072289,-0.313253012,-0.646586345,-0.273092369,-0.477911647,-0.236947791,-0.34939759,-0.100401606,-0.554216867,-0.176706827,-0.714859438,-0.176706827,-0.554216867,-0.168674699,-0.40562249,0.048192771,-0.574297189,0,-0.767068273,-0.036144578,-0.887550201,-0.076305221,-1
1,0,0,-0.36969697,-0.127272727,-0.709090909,-0.43030303,-0.8,-0.787878788,-0.581818182,-0.951515152,-0.484848485,-0.775757576,-0.521212121,-1,-0.496969697,-0.715151515,-0.484848485,-0.660606061,-0.23030303,-0.787878788,-0.272727273,-0.987878788,-0.272727273,-0.63030303,-0.278787879,-0.606060606,0.012121212,-0.775757576,-0.024242424,-0.993939394,-0.054545455,-0.648484848,-0.054545455,-0.575757576,0.266666667,-0.733333333,0.218181818,-0.939393939,0.16969697,-0.709090909,0.163636364,-0.606060606
2,0,0,-0.170731707,-0.090909091,-0.283813747,-0.270509978,-0.272727273,-0.441241685,-0.157427938,-0.476718404,-0.199556541,-0.525498891,-0.206208426,-0.707317073,-0.190687361,-0.815964523,-0.168514412,-0.924611973,-0.084257206,-0.545454545,-0.088691796,-0.751662971,-0.079822616,-0.875831486,-0.073170732,-1,0.026607539,-0.521064302,0.017738359,-0.713968958,0.015521064,-0.833702882,0.00886918,-0.946784922,0.144124169,-0.458980044,0.133037694,-0.618625277,0.124168514,-0.722838137,0.110864745,-0.824833703
3,0,0,-0.380952381,0.246031746,-0.611111111,0.46031746,-0.698412698,0.738095238,-0.76984127,1,-0.69047619,-0.103174603,-0.746031746,0.103174603,-0.761904762,0.333333333,-0.777777778,0.603174603,-0.388888889,-0.26984127,-0.277777778,0.111111111,-0.19047619,0.515873016,-0.166666667,0.865079365,-0.055555556,-0.30952381,0.111111111,0.103174603,0.198412698,0.5,0.23015873,0.841269841,0.253968254,-0.261904762,0.428571429,0.166666667,0.531746032,0.523809524,0.563492063,0.825396825
4,0,0,0.257918552,0.036199095,0.542986425,0.013574661,0.751131222,0.054298643,0.941176471,0.099547511,0.56561086,-0.339366516,0.760180995,-0.429864253,0.886877828,-0.429864253,1,-0.398190045,0.461538462,-0.411764706,0.665158371,-0.574660633,0.791855204,-0.542986425,0.895927602,-0.466063348,0.321266968,-0.452488688,0.529411765,-0.633484163,0.665158371,-0.588235294,0.778280543,-0.502262443,0.149321267,-0.457013575,0.330316742,-0.561085973,0.470588235,-0.542986425,0.588235294,-0.488687783
5,0,0,-0.214659686,-0.219895288,-0.361256545,-0.486910995,-0.528795812,-0.654450262,-0.696335079,-0.727748691,-0.136125654,-0.659685864,-0.151832461,-0.853403141,-0.167539267,-0.717277487,-0.178010471,-0.570680628,0.031413613,-0.628272251,0.010471204,-0.795811518,-0.047120419,-0.633507853,-0.078534031,-0.486910995,0.19895288,-0.57591623,0.204188482,-0.732984293,0.089005236,-0.570680628,0.005235602,-0.439790576,0.361256545,-0.507853403,0.481675393,-0.712041885,0.554973822,-0.858638743,0.602094241,-1
6,0,0,-0.116040956,-0.279863481,-0.078498294,-0.580204778,-0.040955631,-0.798634812,-0.010238908,-1,0.33105802,-0.529010239,0.051194539,-0.457337884,-0.061433447,-0.409556314,-0.017064846,-0.409556314,0.440273038,-0.344709898,0.078498294,-0.266211604,-0.030716724,-0.262798635,0.020477816,-0.296928328,0.470989761,-0.14334471,0.116040956,-0.105802048,0.006825939,-0.109215017,0.051194539,-0.136518771,0.460750853,0.040955631,0.174061433,0.054607509,0.064846416,0.037542662,0.071672355,0.010238908
7,0,0,-0.133333333,-0.118518519,-0.181481481,-0.285185185,-0.066666667,-0.418518519,0.040740741,-0.514814815,-0.218518519,-0.503703704,-0.274074074,-0.707407407,-0.303703704,-0.82962963,-0.325925926,-0.933333333,-0.077777778,-0.511111111,-0.037037037,-0.744444444,-0.003703704,-0.885185185,0.033333333,-1,0.044444444,-0.448148148,0.066666667,-0.544444444,0.022222222,-0.440740741,-0.003703704,-0.362962963,0.144444444,-0.351851852,0.177777778,-0.459259259,0.125925926,-0.411111111,0.081481481,-0.359259259
8,0,0,-0.085271318,-0.098191214,-0.087855297,-0.240310078,0.056847545,-0.289405685,0.19379845,-0.304909561,-0.067183463,-0.496124031,-0.074935401,-0.689922481,-0.064599483,-0.811369509,-0.054263566,-0.919896641,0.064599483,-0.50129199,0.142118863,-0.728682171,0.206718346,-0.873385013,0.255813953,-1,0.162790698,-0.439276486,0.273901809,-0.604651163,0.354005168,-0.728682171,0.42118863,-0.850129199,0.240310078,-0.328165375,0.260981912,-0.366925065,0.204134367,-0.284237726,0.157622739,-0.204134367
9,0,0,-0.053691275,-0.244966443,-0.255033557,-0.375838926,-0.459731544,-0.365771812,-0.587248322,-0.305369128,-0.291946309,-0.432885906,-0.610738255,-0.456375839,-0.785234899,-0.44966443,-0.926174497,-0.44295302,-0.33557047,-0.27852349,-0.657718121,-0.315436242,-0.848993289,-0.332214765,-1,-0.33557047,-0.372483221,-0.130872483,-0.651006711,-0.177852349,-0.577181208,-0.201342282,-0.483221477,-0.191275168,-0.395973154,0.003355705,-0.604026846,-0.070469799,-0.546979866,-0.093959732,-0.466442953,-0.093959732
